current_path,function_name,intended_path,intended_function,leading_verb,naming_status,callers,matching_tests,nested_helpers,nested_helper_disposition,owning_issue,migration_status
R/Functions/Community/Transformation/binarize_community_data.R,binarize_community_data,R/Functions/Data/Community/Transformation/Data_shape/compute_community_presence_absence.R,compute_community_presence_absence,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Data_shape/test-compute_community_presence_absence.R;R/Functions/Data/Community/Metrics/compute_network_metrics.R;R/Functions/Modelling/Decomposition_diagnostics/get_decomposition_route_sample_ids.R;R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R;R/Functions/Traits/Clustering/select_ft_groups_by_silhouette.R;R/Pipelines/_pipes/pipe_segment_model_prepare_response.R,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Data_shape/test-compute_community_presence_absence.R,,none,#153,migrated
R/Functions/Community/Transformation/make_community_data_long.R,make_community_data_long,R/Functions/Data/Community/Transformation/Data_shape/reshape_community_to_long.R,reshape_community_to_long,reshape,canonical_or_domain_verb,R/03_Supplementary_analyses/Age_uncertainty_exploration_2026-05-04.R;R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Data_shape/test-reshape_community_to_long.R;R/Pipelines/_pipes/pipe_segment_community_extract.R,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Data_shape/test-reshape_community_to_long.R,,none,#153,migrated
R/Functions/Community/Transformation/make_community_proportions.R,make_community_proportions,R/Functions/Data/Community/Transformation/Proportions/prepare_community_proportions.R,prepare_community_proportions,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Age_uncertainty_exploration_2026-05-04.R;R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Proportions/test-prepare_community_proportions.R;R/Functions/Data/Time/Interpolation/Community/Age_uncertainty/interpolate_paleo_community_with_age_uncertainty.R;R/Pipelines/_pipes/pipe_segment_community_prepare_paleo.R,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Proportions/test-prepare_community_proportions.R,,none,#153,migrated
R/Functions/Community/Transformation/replace_na_community_data_with_zeros.R,replace_na_community_data_with_zeros,R/Functions/Data/Community/Transformation/Data_shape/replace_missing_community_counts_with_zeros.R,replace_missing_community_counts_with_zeros,replace,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Data_shape/test-replace_missing_community_counts_with_zeros.R,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Data_shape/test-replace_missing_community_counts_with_zeros.R,,none,#153,migrated
R/Functions/Community/Transformation/transform_to_proportions.R,transform_to_proportions,R/Functions/Data/Community/Transformation/Proportions/compute_pollen_proportions.R,compute_pollen_proportions,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Proportions/test-compute_pollen_proportions.R;R/Functions/Data/Community/Transformation/Proportions/prepare_community_proportions.R,R/03_Supplementary_analyses/Testing/testthat/Data/Community/Transformation/Proportions/test-compute_pollen_proportions.R,,none,#153,migrated
R/Functions/Data_access/Vegvault/build_vegvault_plan.R,build_vegvault_plan,R/Functions/Data_access/Vegvault/build_vegvault_plan.R,build_vegvault_plan,build,canonical_or_domain_verb,R/03_Supplementary_analyses/Age_uncertainty_exploration_2026-05-04.R;R/03_Supplementary_analyses/Testing/testthat/test-build_vegvault_plan.R;R/03_Supplementary_analyses/Testing/testthat/test-extract_age_uncertainty_from_vegvault.R;R/03_Supplementary_analyses/Testing/testthat/test-extract_data_from_vegvault.R;R/Functions/Data_access/Vegvault/extract_age_uncertainty_from_vegvault.R;R/Functions/Data_access/Vegvault/extract_data_from_vegvault.R;R/Pipelines/_pipes/pipe_segment_community_prepare_paleo.R;R/Pipelines/_pipes/pipe_segment_vegvault_extract.R,R/03_Supplementary_analyses/Testing/testthat/test-build_vegvault_plan.R;R/03_Supplementary_analyses/Testing/testthat/test-extract_age_uncertainty_from_vegvault.R;R/03_Supplementary_analyses/Testing/testthat/test-extract_data_from_vegvault.R,,none,#155,baseline_recorded
R/Functions/Data_access/Vegvault/extract_age_uncertainty_from_vegvault.R,extract_age_uncertainty_from_vegvault,R/Functions/Data_access/Vegvault/extract_age_uncertainty_from_vegvault.R,extract_age_uncertainty_from_vegvault,extract,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-extract_age_uncertainty_from_vegvault.R;R/Functions/Data_access/Vegvault/build_vegvault_plan.R;R/Functions/Data_access/Vegvault/extract_data_from_vegvault.R;R/Functions/Data/Time/Interpolation/Community/Age_uncertainty/interpolate_paleo_community_with_age_uncertainty.R;R/Pipelines/_pipes/pipe_segment_community_prepare_paleo.R,R/03_Supplementary_analyses/Testing/testthat/test-extract_age_uncertainty_from_vegvault.R,,none,#155,baseline_recorded
R/Functions/Data_access/Vegvault/extract_data_from_vegvault.R,extract_data_from_vegvault,R/Functions/Data_access/Vegvault/extract_data_from_vegvault.R,extract_data_from_vegvault,extract,canonical_or_domain_verb,R/03_Supplementary_analyses/Age_uncertainty_exploration_2026-05-04.R;R/03_Supplementary_analyses/Testing/testthat/test-extract_data_from_vegvault.R;R/Functions/Data_access/Vegvault/build_vegvault_plan.R;R/Functions/Data_access/Vegvault/extract_age_uncertainty_from_vegvault.R;R/Functions/Data/Traits/Ingest/load_trait_records_from_vegvault.R;R/Pipelines/_pipes/pipe_segment_vegvault_extract.R,R/03_Supplementary_analyses/Testing/testthat/test-extract_data_from_vegvault.R,,none,#155,baseline_recorded
R/Functions/Data_access/Vegvault/read_vegvault_scalar.R,read_vegvault_scalar,R/Functions/Data_access/Vegvault/read_vegvault_scalar.R,read_vegvault_scalar,read,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-read_vegvault_scalar.R;R/Functions/Data_access/Vegvault/read_vegvault_scalar.R,R/03_Supplementary_analyses/Testing/testthat/test-read_vegvault_scalar.R,,none,#155,baseline_recorded
R/Functions/Modelling/Cross_validation/adapt_cross_validation_assignments.R,adapt_cross_validation_assignments,R/Functions/Modelling/Cross_validation/adapt_cross_validation_assignments.R,adapt_cross_validation_assignments,adapt,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-adapt_cross_validation_assignments.R;R/Functions/Modelling/Cross_validation/adapt_cross_validation_assignments.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R;R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-adapt_cross_validation_assignments.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/aggregate_sjsdm_tuning_by_tier.R,aggregate_sjsdm_tuning_by_tier,R/Functions/Modelling/Cross_validation/aggregate_sjsdm_tuning_by_tier.R,aggregate_sjsdm_tuning_by_tier,aggregate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-aggregate_sjsdm_tuning_by_tier.R;R/Functions/Modelling/Cross_validation/aggregate_sjsdm_tuning_by_tier.R;R/Functions/Modelling/Cross_validation/build_sjsdm_tier_survivor_artifacts.R;R/Functions/Modelling/Cross_validation/build_sjsdm_tier_tuning_artifact.R;R/Functions/Modelling/Cross_validation/build_sjsdm_tier_tuning_artifacts.R,R/03_Supplementary_analyses/Testing/testthat/test-aggregate_sjsdm_tuning_by_tier.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/assemble_sjsdm_cached_selected_folds.R,assemble_sjsdm_cached_selected_folds,R/Functions/Modelling/Cross_validation/assemble_sjsdm_cached_selected_folds.R,assemble_sjsdm_cached_selected_folds,assemble,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assemble_sjsdm_cached_selected_folds.R;R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/Functions/Modelling/Cross_validation/assemble_sjsdm_cached_selected_folds.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-assemble_sjsdm_cached_selected_folds.R;R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R,get_cache_record;prepare_fold_function;fit_function;predict_function,review_in_owning_issue,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/assess_cross_validation_feasibility.R,assess_cross_validation_feasibility,R/Functions/Modelling/Cross_validation/assess_cross_validation_feasibility.R,assess_cross_validation_feasibility,assess,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assess_cross_validation_feasibility.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_partition_diagnostics.R;R/Functions/Modelling/Cross_validation/adapt_cross_validation_assignments.R;R/Functions/Modelling/Cross_validation/assess_cross_validation_feasibility.R;R/Functions/Modelling/Cross_validation/make_cross_validation_partition_diagnostics.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-assess_cross_validation_feasibility.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_partition_diagnostics.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/assess_sjsdm_candidate_guardrails.R,assess_sjsdm_candidate_guardrails,R/Functions/Modelling/Cross_validation/assess_sjsdm_candidate_guardrails.R,assess_sjsdm_candidate_guardrails,assess,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_candidate_guardrails.R;R/Functions/Modelling/Cross_validation/assess_sjsdm_candidate_guardrails.R;R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_candidate_guardrails.R,prepare_tuning_candidate;prepare_repeat_metrics,review_in_owning_issue,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/assess_sjsdm_scientific_performance.R,assess_sjsdm_scientific_performance,R/Functions/Modelling/Cross_validation/assess_sjsdm_scientific_performance.R,assess_sjsdm_scientific_performance,assess,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_scientific_performance.R;R/Functions/Modelling/Cross_validation/assess_sjsdm_scientific_performance.R;R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_scientific_performance.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/assess_sjsdm_staged_benchmark.R,assess_sjsdm_staged_benchmark,R/Functions/Modelling/Cross_validation/assess_sjsdm_staged_benchmark.R,assess_sjsdm_staged_benchmark,assess,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_staged_benchmark.R,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_staged_benchmark.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/assess_sjsdm_taxon_eligibility.R,assess_sjsdm_taxon_eligibility,R/Functions/Modelling/Cross_validation/assess_sjsdm_taxon_eligibility.R,assess_sjsdm_taxon_eligibility,assess,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_taxon_eligibility.R;R/Functions/Modelling/Cross_validation/assess_sjsdm_taxon_eligibility.R;R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R;R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-assess_sjsdm_taxon_eligibility.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/assess_spatial_mev_paired_benchmark.R,assess_spatial_mev_paired_benchmark,R/Functions/Modelling/Cross_validation/assess_spatial_mev_paired_benchmark.R,assess_spatial_mev_paired_benchmark,assess,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assess_spatial_mev_paired_benchmark.R,R/03_Supplementary_analyses/Testing/testthat/test-assess_spatial_mev_paired_benchmark.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/build_sjsdm_common_regularization_artifact.R,build_sjsdm_common_regularization_artifact,R/Functions/Modelling/Cross_validation/build_sjsdm_common_regularization_artifact.R,build_sjsdm_common_regularization_artifact,build,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-build_sjsdm_common_regularization_artifact.R;R/Functions/Modelling/Cross_validation/build_sjsdm_common_regularization_artifact.R;R/Functions/Modelling/Cross_validation/build_sjsdm_common_regularization_artifacts.R,R/03_Supplementary_analyses/Testing/testthat/test-build_sjsdm_common_regularization_artifact.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/build_sjsdm_common_regularization_artifacts.R,build_sjsdm_common_regularization_artifacts,R/Functions/Modelling/Cross_validation/build_sjsdm_common_regularization_artifacts.R,build_sjsdm_common_regularization_artifacts,build,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-build_sjsdm_common_regularization_artifacts.R;R/Functions/Modelling/Cross_validation/run_sjsdm_common_regularization_sensitivity.R;R/Pipelines/pipeline_sjsdm_common_regularization_sensitivity.R,R/03_Supplementary_analyses/Testing/testthat/test-build_sjsdm_common_regularization_artifacts.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/build_sjsdm_cumulative_tuning_work_items.R,build_sjsdm_cumulative_tuning_work_items,R/Functions/Modelling/Cross_validation/build_sjsdm_cumulative_tuning_work_items.R,build_sjsdm_cumulative_tuning_work_items,build,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-build_sjsdm_cumulative_tuning_work_items.R;R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-build_sjsdm_cumulative_tuning_work_items.R;R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R,,none,#141,baseline_recorded
