current_path,intended_path,classification,owning_issue,lifecycle_status,migration_status,caller_notes,documentation_notes
R/___setup_project_extended___.R,R/___setup_project_extended___.R,project_setup,#150,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-build_empty_decomposition_variant.R,R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-build_empty_decomposition_variant.R,test,#154,active,migrated,Test discovery is recursive; active references use the mirrored path.,Mirrors the owning non-CV modelling function capability.
R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-compute_predictive_fold_shares.R,R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Metrics/test-compute_predictive_fold_shares.R,test,#154,active,migrated,Test discovery is recursive; active references use the mirrored path.,Mirrors the owning non-CV modelling function capability.
R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-fit_decomposition_variant.R,R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Diagnostics/test-fit_decomposition_variant.R,test,#154,active,migrated,Test discovery is recursive; active references use the mirrored path.,Mirrors the owning non-CV modelling function capability.
R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-load_decomposition_model_fitting_config.R,R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-load_decomposition_model_fitting_config.R,test,#154,active,migrated,Test discovery is recursive; active references use the mirrored path.,Mirrors the owning non-CV modelling function capability.
R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-load_decomposition_target.R,R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-load_decomposition_target.R,test,#154,active,migrated,Test discovery is recursive; active references use the mirrored path.,Mirrors the owning non-CV modelling function capability.
R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-resolve_decomposition_fold_loss.R,R/03_Supplementary_analyses/Testing/testthat/Modelling/Decomposition/Internal/test-resolve_decomposition_fold_loss.R,test,#154,active,migrated,Test discovery is recursive; active references use the mirrored path.,Mirrors the owning non-CV modelling function capability.
R/03_Supplementary_analyses/One_time/Issues/issue_151/bootstrap_configuration_sources.R,R/03_Supplementary_analyses/One_time/Issues/issue_151/bootstrap_configuration_sources.R,supplementary_or_processing,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/One_time/Issues/issue_151/create_configuration_profile_inventory.R,R/03_Supplementary_analyses/One_time/Issues/issue_151/create_configuration_profile_inventory.R,supplementary_or_processing,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/One_time/Issues/issue_151/create_configuration_profile_reference.R,R/03_Supplementary_analyses/One_time/Issues/issue_151/create_configuration_profile_reference.R,reference,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-load_active_config_value.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Loading/test-load_active_config_value.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-load_config.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Loading/test-load_config.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-load_config_value.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Loading/test-load_config_value.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-load_config_value_with_fallback.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Loading/test-load_config_value_with_fallback.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-run_configuration_generation.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Generation/test-run_configuration_generation.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-validate_config_profile_selection.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Validation/test-validate_config_profile_selection.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Validation/Configuration/Check_configuration.R,R/03_Supplementary_analyses/Validation/Configuration/Check_configuration.R,supplementary_or_processing,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Validation/Configuration/Generate_configuration.R,R/03_Supplementary_analyses/Validation/Configuration/Generate_configuration.R,supplementary_or_processing,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Model_tuning/test-extract_model_tuning_integer.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Model_tuning/test-extract_model_tuning_integer.R,test,#154,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Validation/test-validate_config_allowed_values.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Configuration/Validation/test-validate_config_allowed_values.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Pipeline/Orchestration/Execution/test-run_pipeline_interpolation_prebuild.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Orchestration/Execution/test-run_pipeline_interpolation_prebuild.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Pipeline/Orchestration/Monitoring/test-build_pipeline_progress_monitor_server.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Orchestration/Monitoring/test-build_pipeline_progress_monitor_server.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Pipeline/Orchestration/Progress/test-plot_pipeline_progress_visualisations.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Orchestration/Progress/test-plot_pipeline_progress_visualisations.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Pipeline/Stores/test-resolve_pipeline_store_path.R,R/03_Supplementary_analyses/Testing/testthat/Pipeline/Stores/test-resolve_pipeline_store_path.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Presentation/IAVS/helper-iavs.R,R/03_Supplementary_analyses/Testing/testthat/Presentation/IAVS/helper-iavs.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Presentation/IAVS/test-load_iavs_functions.R,R/03_Supplementary_analyses/Testing/testthat/Presentation/IAVS/test-load_iavs_functions.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/Visualisation/Spatial_variance/Data_preparation/test-collapse_spatial_variance_observation_id.R,R/03_Supplementary_analyses/Testing/testthat/Visualisation/Spatial_variance/Data_preparation/test-collapse_spatial_variance_observation_id.R,test,#155,active,migrated,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Testing/testthat/test-issue156-persisted-contract-migration.R,R/03_Supplementary_analyses/Testing/testthat/test-issue156-persisted-contract-migration.R,test,#155,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
R/03_Supplementary_analyses/Validation/Architecture/generate_persisted_contract_manifest_inventory.R,R/03_Supplementary_analyses/Validation/Architecture/generate_persisted_contract_manifest_inventory.R,supplementary_or_processing,#150,active,baseline_recorded,Refresh static references before an approved move.,Update generated references in the owning issue.
